"","Season","Game ID","Game Date","Home Team","Away Team","Event Type","Event Team","X Coord","Y Coord","Event Angle","Event Distance","X Coord 2","Y Coord 2","X Coord 1","Y Coord 1"
"129","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-43.8966,-37.0175,39.37659115,58.3490531,-43.8966,-37.0175,43.8966,37.0175
"130","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-77.5368,0,0,11.4632,-77.5368,0,77.5368,0
"131","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-78.3288,0,0,10.6712,-78.3288,0,78.3288,0
"132","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",61.38,4.114,8.471921854,27.92470942,61.38,4.114,61.38,4.114
"133","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-51.7176,15.079,22.0210462,40.21633487,-51.7176,15.079,51.7176,-15.079
"134","2016-17",14689401,"10/15/2016","BOS","BUF","Goal","BOS",-69.3198,-0.34,0.9897575872,19.68313674,-69.3198,-0.34,69.3198,0.34
"135","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-68.5476,-0.6885,1.928050156,20.46398539,-68.5476,-0.6885,68.5476,0.6885
"136","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-84.5856,19.533,77.26525512,20.02560901,-84.5856,19.533,84.5856,-19.533
"137","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-46.233,-2.057,2.753680655,42.81644004,-46.233,-2.057,46.233,2.057
"138","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",73.8936,13.022,40.76195454,19.94431761,73.8936,13.022,73.8936,13.022
"139","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-79.893,0.6885,4.323404532,9.132988626,-79.893,0.6885,79.893,-0.6885
"140","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-77.9328,-0.6885,3.559831884,11.08859541,-77.9328,-0.6885,77.9328,0.6885
"141","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-43.1046,18.5045,21.95872813,49.48539443,-43.1046,18.5045,43.1046,-18.5045
"142","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",50.4108,-30.5065,38.32795805,49.19118721,50.4108,-30.5065,50.4108,-30.5065
"143","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-36.4518,-31.1865,30.68844019,61.10573709,-36.4518,-31.1865,36.4518,31.1865
"144","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-57.4596,-8.7975,15.58527371,32.74435583,-57.4596,-8.7975,57.4596,8.7975
"145","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",66.9834,-35.53,58.21506736,41.79846379,66.9834,-35.53,66.9834,-35.53
"146","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-64.8846,-16.337,34.11571273,29.12816654,-64.8846,-16.337,64.8846,16.337
"147","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",68.9436,-0.221,0.6313124407,20.05761755,68.9436,-0.221,68.9436,-0.221
"148","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",48.5892,29.597,36.2191674,50.09007053,48.5892,29.597,48.5892,29.597
"149","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-53.1432,4.573,7.267986448,36.14723275,-53.1432,4.573,53.1432,-4.573
"150","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BUF",73.6362,3.2045,11.78154241,15.6944312,73.6362,3.2045,73.6362,3.2045
"151","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-64.8846,21.029,41.08892917,31.99642727,-64.8846,21.029,64.8846,-21.029
"152","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-36.7092,37.1365,35.38205934,64.13616294,-36.7092,37.1365,36.7092,-37.1365
"153","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-51.2028,23.766,32.16072613,44.6480804,-51.2028,23.766,51.2028,-23.766
"154","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-80.5464,14.858,60.36187749,17.09454641,-80.5464,14.858,80.5464,-14.858
"155","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-67.2408,1.4875,3.910763134,21.80998489,-67.2408,1.4875,67.2408,-1.4875
"156","2016-17",14689401,"10/15/2016","BOS","BUF","Goal","BUF",71.28,1.1475,3.705148648,17.75711565,71.28,1.1475,71.28,1.1475
"157","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-66.8448,-0.5695,1.47246527,22.1625183,-66.8448,-0.5695,66.8448,0.5695
"158","2016-17",14689401,"10/15/2016","BOS","BUF","Shot","BOS",-54.7074,7.3185,12.04696228,35.0648379,-54.7074,7.3185,54.7074,-7.3185
